,V0207,V2020,V02426,V4621,faixas,Internet_Banda_Larga,Telefone_fixo
65554,Próprio-Já Pago,Sim,Sim,4622.0,+1000,Sim,Sim
65558,Próprio-Já Pago,Sim,Sim,1250.0,+1000,Sim,Sim
65559,Próprio-Já Pago,Sim,Sim,1666.0,+1000,Sim,Sim
65560,Próprio-Já Pago,Não,Sim,1300.0,+1000,Sim,Não
65561,Próprio-Já Pago,Sim,Sim,625.0,700,Sim,Sim
65564,Próprio-Já Pago,Sim,Sim,1300.0,+1000,Sim,Sim
65565,Próprio-Já Pago,Não,Sim,1100.0,+1000,Sim,Não
65568,Próprio-Já Pago,Sim,Sim,1750.0,+1000,Sim,Sim
65569,Próprio-Já Pago,Não,Não,262.0,300,Não,Não
65570,Próprio-Já Pago,Não,Não,2750.0,+1000,Não,Não
65571,Alugado,Não,Não,1182.0,+1000,Não,Não
65578,Cedido de outra forma,Não,Sim,275.0,300,Sim,Não
65579,Próprio-Já Pago,Não,Não,400.0,500,Não,Não
65582,Próprio-Já Pago,Não,Sim,262.0,300,Sim,Não
65583,Próprio-Já Pago,Não,Não,70.0,100,Não,Não
65584,Próprio-Já Pago,Não,Sim,400.0,500,Sim,Não
65585,Próprio-Já Pago,Não,Não,128.0,200,Não,Não
65587,Próprio-Já Pago,Não,Sim,262.0,300,Sim,Não
65588,Próprio-Já Pago,Não,Sim,597.0,600,Sim,Não
65593,Próprio-Já Pago,Não,Não,700.0,800,Não,Não
65598,Próprio-Já Pago,Sim,Não,635.0,700,Não,Sim
65599,Próprio-Já Pago,Não,Não,485.0,500,Não,Não
65600,Próprio-Já Pago,Não,Não,1000.0,+1000,Não,Não
65601,Próprio-Já Pago,Sim,Não,625.0,700,Não,Sim
65602,Próprio-Já Pago,Não,Sim,1296.0,+1000,Sim,Não
65603,Próprio-Já Pago,Sim,Sim,944.0,1000,Sim,Sim
65604,Próprio-Já Pago,Sim,Não,1575.0,+1000,Não,Sim
65605,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
65606,Próprio-Já Pago,Sim,Sim,1750.0,+1000,Sim,Sim
65610,Próprio-Já Pago,Sim,Sim,9200.0,+1000,Sim,Sim
65612,Alugado,Sim,Sim,3225.0,+1000,Sim,Sim
65613,Próprio-Já Pago,Não,Não,1173.0,+1000,Não,Não
65615,Próprio-Já Pago,Não,Não,262.0,300,Não,Não
65616,Próprio-Já Pago,Não,Não,484.0,500,Não,Não
65617,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
65620,Próprio-Já Pago,Não,Sim,394.0,400,Sim,Não
65624,Próprio-Já Pago,Não,Sim,425.0,500,Sim,Não
65626,Próprio-Já Pago,Sim,Sim,616.0,700,Sim,Sim
65629,Próprio-Ainda Pagando,Sim,Sim,19831.0,+1000,Sim,Sim
65630,Alugado,Sim,Sim,11750.0,+1000,Sim,Sim
65631,Próprio-Já Pago,Sim,Sim,5300.0,+1000,Sim,Sim
65632,Próprio-Já Pago,Não,Sim,1182.0,+1000,Sim,Não
65634,Próprio-Já Pago,Sim,Sim,4368.0,+1000,Sim,Sim
65635,Próprio-Já Pago,Sim,Sim,5691.0,+1000,Sim,Sim
65636,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65638,Próprio-Já Pago,Sim,Sim,537.0,600,Sim,Sim
65639,Próprio-Já Pago,Sim,Sim,3896.0,+1000,Sim,Sim
65641,Próprio-Já Pago,Sim,Sim,8450.0,+1000,Sim,Sim
65642,Alugado,Não,Sim,1576.0,+1000,Sim,Não
65643,Alugado,Sim,Sim,2000.0,+1000,Sim,Sim
65644,Próprio-Já Pago,Sim,Sim,888.0,900,Sim,Sim
65646,Próprio-Ainda Pagando,Não,Sim,8300.0,+1000,Sim,Não
65647,Próprio-Já Pago,Sim,Sim,1440.0,+1000,Sim,Sim
65649,Alugado,Sim,Sim,4422.0,+1000,Sim,Sim
65650,Próprio-Já Pago,Sim,Sim,3060.0,+1000,Sim,Sim
65651,Próprio-Já Pago,Sim,Sim,2945.0,+1000,Sim,Sim
65652,Alugado,Não,Sim,3750.0,+1000,Sim,Não
65653,Próprio-Ainda Pagando,Não,Sim,1700.0,+1000,Sim,Não
65654,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65655,Próprio-Já Pago,Sim,Sim,2292.0,+1000,Sim,Sim
65657,Cedido de outra forma,Não,Sim,2794.0,+1000,Sim,Não
65659,Próprio-Já Pago,Sim,Sim,2350.0,+1000,Sim,Sim
65660,Próprio-Já Pago,Sim,Sim,3672.0,+1000,Sim,Sim
65661,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65662,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65663,Próprio-Ainda Pagando,Sim,Sim,4733.0,+1000,Sim,Sim
65666,Próprio-Já Pago,Sim,Sim,13250.0,+1000,Sim,Sim
65667,Próprio-Ainda Pagando,Sim,Sim,999999999999.0,+1000,Sim,Sim
65668,Alugado,Sim,Sim,4875.0,+1000,Sim,Sim
65669,Próprio-Já Pago,Sim,Sim,5600.0,+1000,Sim,Sim
65671,Próprio-Já Pago,Sim,Sim,3750.0,+1000,Sim,Sim
65672,Alugado,Sim,Sim,5000.0,+1000,Sim,Sim
65673,Próprio-Já Pago,Sim,Sim,3500.0,+1000,Sim,Sim
65674,Próprio-Ainda Pagando,Sim,Sim,10125.0,+1000,Sim,Sim
65675,Próprio-Já Pago,Sim,Sim,5500.0,+1000,Sim,Sim
65676,Próprio-Já Pago,Sim,Sim,3250.0,+1000,Sim,Sim
65677,Alugado,Sim,Sim,11000.0,+1000,Sim,Sim
65678,Próprio-Já Pago,Sim,Sim,1722.0,+1000,Sim,Sim
65679,Próprio-Já Pago,Sim,Sim,2600.0,+1000,Sim,Sim
65681,Próprio-Já Pago,Sim,Sim,8253.0,+1000,Sim,Sim
65682,Próprio-Já Pago,Sim,Sim,7800.0,+1000,Sim,Sim
65683,Próprio-Já Pago,Sim,Sim,2200.0,+1000,Sim,Sim
65685,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
65686,Alugado,Não,Não,20000.0,+1000,Não,Não
65687,Alugado,Não,Sim,3333.0,+1000,Sim,Não
65688,Próprio-Já Pago,Sim,Sim,6725.0,+1000,Sim,Sim
65690,Próprio-Já Pago,Sim,Sim,3666.0,+1000,Sim,Sim
65691,Próprio-Já Pago,Sim,Não,2400.0,+1000,Não,Sim
65692,Alugado,Não,Sim,4000.0,+1000,Sim,Não
65693,Cedido de outra forma,Sim,Sim,8400.0,+1000,Sim,Sim
65694,Próprio-Já Pago,Sim,Sim,8000.0,+1000,Sim,Sim
65696,Próprio-Já Pago,Sim,Sim,9700.0,+1000,Sim,Sim
65697,Próprio-Já Pago,Sim,Sim,13300.0,+1000,Sim,Sim
65698,Próprio-Já Pago,Sim,Sim,12753.0,+1000,Sim,Sim
65699,Próprio-Já Pago,Não,Sim,1090.0,+1000,Sim,Não
65700,Próprio-Já Pago,Não,Não,596.0,600,Não,Não
65702,Próprio-Já Pago,Não,Sim,809.0,900,Sim,Não
65703,Próprio-Já Pago,Não,Não,88.0,100,Não,Não
65705,Próprio-Já Pago,Não,Não,1900.0,+1000,Não,Não
65707,Próprio-Já Pago,Não,Não,870.0,900,Não,Não
65708,Próprio-Ainda Pagando,Sim,Sim,807.0,900,Sim,Sim
65710,Alugado,Não,Não,3700.0,+1000,Não,Não
65712,Próprio-Já Pago,Não,Não,2300.0,+1000,Não,Não
65713,Próprio-Já Pago,Não,Não,850.0,900,Não,Não
65715,Alugado,Não,Sim,507.0,600,Sim,Não
65716,Próprio-Já Pago,Sim,Sim,2500.0,+1000,Sim,Sim
65718,Próprio-Já Pago,Sim,Não,10000.0,+1000,Não,Sim
65719,Alugado,Sim,Sim,4000.0,+1000,Sim,Sim
65720,Alugado,Sim,Sim,3500.0,+1000,Sim,Sim
65721,Alugado,Sim,Não,999999999999.0,+1000,Não,Sim
65722,Alugado,Sim,Sim,4500.0,+1000,Sim,Sim
65723,Alugado,Não,Sim,6000.0,+1000,Sim,Não
65724,Cedido de outra forma,Sim,Sim,1075.0,+1000,Sim,Sim
65726,Próprio-Ainda Pagando,Sim,Sim,1250.0,+1000,Sim,Sim
65727,Alugado,Não,Sim,8100.0,+1000,Sim,Não
65728,Alugado,Não,Não,800.0,900,Não,Não
65729,Próprio-Já Pago,Sim,Não,4125.0,+1000,Não,Sim
65730,Próprio-Já Pago,Sim,Não,2788.0,+1000,Não,Sim
65731,Próprio-Já Pago,Sim,Sim,2070.0,+1000,Sim,Sim
65732,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
65733,Próprio-Já Pago,Sim,Sim,4343.0,+1000,Sim,Sim
65734,Próprio-Já Pago,Sim,Sim,2356.0,+1000,Sim,Sim
65736,Próprio-Já Pago,Sim,Sim,1500.0,+1000,Sim,Sim
65739,Próprio-Já Pago,Sim,Sim,7000.0,+1000,Sim,Sim
65741,Alugado,Sim,Sim,800.0,900,Sim,Sim
65742,Próprio-Ainda Pagando,Sim,Sim,1755.0,+1000,Sim,Sim
65743,Próprio-Já Pago,Sim,Sim,5000.0,+1000,Sim,Sim
65744,Próprio-Já Pago,Sim,Sim,7500.0,+1000,Sim,Sim
65746,Alugado,Não,Sim,0.0,100,Sim,Não
65747,Próprio-Já Pago,Sim,Sim,3666.0,+1000,Sim,Sim
65748,Próprio-Já Pago,Sim,Sim,6000.0,+1000,Sim,Sim
65749,Alugado,Sim,Sim,3000.0,+1000,Sim,Sim
65750,Próprio-Já Pago,Sim,Sim,3400.0,+1000,Sim,Sim
65751,Próprio-Já Pago,Sim,Sim,6000.0,+1000,Sim,Sim
65752,Alugado,Sim,Sim,5355.0,+1000,Sim,Sim
65753,Próprio-Já Pago,Sim,Sim,8300.0,+1000,Sim,Sim
65754,Alugado,Sim,Sim,2445.0,+1000,Sim,Sim
65755,Próprio-Já Pago,Sim,Sim,9000.0,+1000,Sim,Sim
65756,Próprio-Já Pago,Sim,Sim,10000.0,+1000,Sim,Sim
65757,Próprio-Já Pago,Sim,Sim,5870.0,+1000,Sim,Sim
65760,Próprio-Já Pago,Sim,Sim,1909.0,+1000,Sim,Sim
65763,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
65764,Próprio-Já Pago,Sim,Sim,17500.0,+1000,Sim,Sim
65766,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65767,Próprio-Já Pago,Sim,Sim,6000.0,+1000,Sim,Sim
65768,Próprio-Já Pago,Sim,Não,2700.0,+1000,Não,Sim
65771,Próprio-Já Pago,Sim,Sim,3200.0,+1000,Sim,Sim
65772,Próprio-Ainda Pagando,Sim,Sim,20700.0,+1000,Sim,Sim
65774,Próprio-Já Pago,Sim,Sim,8125.0,+1000,Sim,Sim
65776,Próprio-Já Pago,Sim,Sim,1750.0,+1000,Sim,Sim
65778,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65779,Próprio-Já Pago,Sim,Sim,7900.0,+1000,Sim,Sim
65780,Próprio-Já Pago,Sim,Sim,6337.0,+1000,Sim,Sim
65781,Cedido de outra forma,Não,Sim,3100.0,+1000,Sim,Não
65782,Próprio-Ainda Pagando,Não,Não,23800.0,+1000,Não,Não
65783,Próprio-Já Pago,Sim,Sim,10002.0,+1000,Sim,Sim
65786,Alugado,Não,Sim,6900.0,+1000,Sim,Não
65787,Alugado,Sim,Sim,7000.0,+1000,Sim,Sim
65788,Alugado,Sim,Sim,1576.0,+1000,Sim,Sim
65790,Próprio-Já Pago,Sim,Sim,8662.0,+1000,Sim,Sim
65791,Próprio-Já Pago,Sim,Sim,3045.0,+1000,Sim,Sim
65792,Próprio-Já Pago,Sim,Sim,10920.0,+1000,Sim,Sim
65793,Próprio-Já Pago,Sim,Sim,7140.0,+1000,Sim,Sim
65794,Alugado,Não,Sim,10500.0,+1000,Sim,Não
65796,Próprio-Já Pago,Sim,Sim,7650.0,+1000,Sim,Sim
65798,Próprio-Já Pago,Sim,Sim,4750.0,+1000,Sim,Sim
65799,Próprio-Já Pago,Sim,Sim,4333.0,+1000,Sim,Sim
65800,Próprio-Ainda Pagando,Sim,Sim,10500.0,+1000,Sim,Sim
65801,Próprio-Ainda Pagando,Sim,Sim,2700.0,+1000,Sim,Sim
65802,Próprio-Já Pago,Sim,Sim,2566.0,+1000,Sim,Sim
65805,Próprio-Já Pago,Sim,Sim,1400.0,+1000,Sim,Sim
65806,Próprio-Ainda Pagando,Sim,Sim,5400.0,+1000,Sim,Sim
65807,Alugado,Não,Sim,6000.0,+1000,Sim,Não
65808,Próprio-Ainda Pagando,Sim,Sim,20000.0,+1000,Sim,Sim
65809,Próprio-Já Pago,Sim,Sim,3666.0,+1000,Sim,Sim
65810,Próprio-Já Pago,Sim,Sim,7333.0,+1000,Sim,Sim
65811,Próprio-Já Pago,Sim,Sim,7075.0,+1000,Sim,Sim
65812,Próprio-Já Pago,Sim,Sim,554.0,600,Sim,Sim
65813,Próprio-Já Pago,Não,Não,188.0,200,Não,Não
65814,Próprio-Já Pago,Sim,Não,605.0,700,Não,Sim
65815,Próprio-Já Pago,Não,Não,650.0,700,Não,Não
65817,Próprio-Já Pago,Não,Não,985.0,1000,Não,Não
65819,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
65823,Próprio-Já Pago,Sim,Sim,1762.0,+1000,Sim,Sim
65825,Próprio-Ainda Pagando,Sim,Sim,5625.0,+1000,Sim,Sim
65826,Próprio-Já Pago,Sim,Sim,5000.0,+1000,Sim,Sim
65827,Próprio-Já Pago,Sim,Sim,3350.0,+1000,Sim,Sim
65829,Próprio-Ainda Pagando,Sim,Sim,13500.0,+1000,Sim,Sim
65830,Próprio-Já Pago,Sim,Sim,5950.0,+1000,Sim,Sim
65831,Próprio-Ainda Pagando,Sim,Sim,2596.0,+1000,Sim,Sim
65832,Alugado,Sim,Sim,3166.0,+1000,Sim,Sim
65836,Próprio-Já Pago,Sim,Sim,24400.0,+1000,Sim,Sim
65837,Próprio-Já Pago,Sim,Sim,10200.0,+1000,Sim,Sim
65838,Próprio-Já Pago,Sim,Sim,4000.0,+1000,Sim,Sim
65839,Próprio-Já Pago,Não,Sim,999999999999.0,+1000,Sim,Não
65840,Próprio-Ainda Pagando,Sim,Sim,2400.0,+1000,Sim,Sim
65841,Próprio-Já Pago,Sim,Sim,2666.0,+1000,Sim,Sim
65842,Alugado,Não,Sim,3150.0,+1000,Sim,Não
65843,Cedido de outra forma,Não,Sim,1488.0,+1000,Sim,Não
65844,Próprio-Já Pago,Sim,Sim,10266.0,+1000,Sim,Sim
65845,Alugado,Sim,Sim,7400.0,+1000,Sim,Sim
65846,Próprio-Já Pago,Sim,Sim,4180.0,+1000,Sim,Sim
65847,Próprio-Já Pago,Sim,Sim,15978.0,+1000,Sim,Sim
65848,Próprio-Já Pago,Sim,Sim,2058.0,+1000,Sim,Sim
65849,Próprio-Ainda Pagando,Não,Sim,2300.0,+1000,Sim,Não
65851,Alugado,Não,Sim,7183.0,+1000,Sim,Não
65852,Próprio-Já Pago,Sim,Sim,5150.0,+1000,Sim,Sim
65854,Próprio-Já Pago,Sim,Sim,3982.0,+1000,Sim,Sim
65855,Próprio-Já Pago,Sim,Sim,9000.0,+1000,Sim,Sim
65856,Alugado,Não,Sim,10500.0,+1000,Sim,Não
65858,Próprio-Já Pago,Sim,Sim,3583.0,+1000,Sim,Sim
65859,Próprio-Já Pago,Sim,Sim,9000.0,+1000,Sim,Sim
65860,Próprio-Já Pago,Sim,Sim,2850.0,+1000,Sim,Sim
65861,Próprio-Já Pago,Sim,Sim,12400.0,+1000,Sim,Sim
65862,Próprio-Já Pago,Sim,Sim,27000.0,+1000,Sim,Sim
65863,Próprio-Já Pago,Não,Sim,1500.0,+1000,Sim,Não
65864,Próprio-Já Pago,Sim,Sim,6500.0,+1000,Sim,Sim
65865,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65866,Próprio-Já Pago,Sim,Sim,6500.0,+1000,Sim,Sim
65867,Próprio-Ainda Pagando,Sim,Sim,14800.0,+1000,Sim,Sim
65868,Próprio-Ainda Pagando,Não,Sim,999999999999.0,+1000,Sim,Não
65869,Próprio-Já Pago,Sim,Sim,6978.0,+1000,Sim,Sim
65872,Alugado,Sim,Sim,10756.0,+1000,Sim,Sim
65873,Próprio-Já Pago,Sim,Sim,21000.0,+1000,Sim,Sim
65878,Próprio-Já Pago,Sim,Não,10000.0,+1000,Não,Sim
65880,Próprio-Já Pago,Sim,Sim,15000.0,+1000,Sim,Sim
65881,Cedido de outra forma,Sim,Sim,2850.0,+1000,Sim,Sim
65883,Próprio-Já Pago,Sim,Sim,8720.0,+1000,Sim,Sim
65885,Próprio-Já Pago,Sim,Sim,16000.0,+1000,Sim,Sim
65886,Próprio-Já Pago,Não,Sim,5366.0,+1000,Sim,Não
65887,Próprio-Ainda Pagando,Não,Sim,20000.0,+1000,Sim,Não
65888,Próprio-Já Pago,Não,Sim,10150.0,+1000,Sim,Não
65889,Próprio-Já Pago,Sim,Sim,5900.0,+1000,Sim,Sim
65891,Próprio-Já Pago,Sim,Sim,2750.0,+1000,Sim,Sim
65892,Alugado,Não,Sim,4800.0,+1000,Sim,Não
65893,Próprio-Já Pago,Sim,Sim,2400.0,+1000,Sim,Sim
65895,Próprio-Já Pago,Sim,Sim,6565.0,+1000,Sim,Sim
65897,Alugado,Sim,Sim,0.0,100,Sim,Sim
65898,Próprio-Já Pago,Sim,Sim,4883.0,+1000,Sim,Sim
65899,Próprio-Já Pago,Sim,Não,3500.0,+1000,Não,Sim
65901,Próprio-Já Pago,Sim,Sim,500.0,600,Sim,Sim
65902,Próprio-Já Pago,Sim,Sim,5060.0,+1000,Sim,Sim
65904,Próprio-Já Pago,Sim,Sim,2000.0,+1000,Sim,Sim
65905,Alugado,Sim,Sim,3433.0,+1000,Sim,Sim
65906,Próprio-Já Pago,Sim,Sim,6837.0,+1000,Sim,Sim
65907,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65908,Próprio-Já Pago,Sim,Sim,17625.0,+1000,Sim,Sim
65909,Próprio-Já Pago,Sim,Sim,4096.0,+1000,Sim,Sim
65910,Próprio-Já Pago,Sim,Sim,7537.0,+1000,Sim,Sim
65912,Próprio-Já Pago,Sim,Sim,4325.0,+1000,Sim,Sim
65913,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
65915,Próprio-Já Pago,Sim,Sim,19350.0,+1000,Sim,Sim
65916,Próprio-Já Pago,Sim,Sim,4447.0,+1000,Sim,Sim
65917,Próprio-Já Pago,Sim,Sim,2070.0,+1000,Sim,Sim
65918,Próprio-Já Pago,Sim,Sim,20038.0,+1000,Sim,Sim
65920,Alugado,Sim,Sim,2827.0,+1000,Sim,Sim
65921,Próprio-Já Pago,Sim,Sim,5475.0,+1000,Sim,Sim
65922,,Sim,Sim,3366.0,+1000,Sim,Sim
65924,Próprio-Já Pago,Não,Sim,2675.0,+1000,Sim,Não
65925,Próprio-Já Pago,Não,Sim,783.0,800,Sim,Não
65926,Próprio-Já Pago,Não,Sim,3400.0,+1000,Sim,Não
65927,Próprio-Já Pago,Sim,Sim,1750.0,+1000,Sim,Sim
65930,Alugado,Sim,Sim,575.0,600,Sim,Sim
65932,Próprio-Já Pago,Sim,Sim,600.0,700,Sim,Sim
65933,Próprio-Já Pago,Sim,Sim,1046.0,+1000,Sim,Sim
65934,Próprio-Já Pago,Sim,Sim,847.0,900,Sim,Sim
65935,Próprio-Já Pago,Sim,Sim,4250.0,+1000,Sim,Sim
65936,Próprio-Já Pago,Sim,Não,1297.0,+1000,Não,Sim
65937,Próprio-Já Pago,Sim,Sim,2600.0,+1000,Sim,Sim
65938,Próprio-Já Pago,Sim,Sim,1932.0,+1000,Sim,Sim
65941,Próprio-Já Pago,Sim,Sim,3072.0,+1000,Sim,Sim
65942,Próprio-Já Pago,Não,Sim,958.0,1000,Sim,Não
65944,Próprio-Ainda Pagando,Sim,Sim,1550.0,+1000,Sim,Sim
65945,Alugado,Não,Sim,4500.0,+1000,Sim,Não
65947,Próprio-Já Pago,Sim,Sim,1533.0,+1000,Sim,Sim
65948,Próprio-Já Pago,Sim,Sim,3600.0,+1000,Sim,Sim
65949,Cedido de outra forma,Sim,Sim,999999999999.0,+1000,Sim,Sim
65950,Alugado,Sim,Sim,4000.0,+1000,Sim,Sim
65951,Próprio-Já Pago,Sim,Sim,2233.0,+1000,Sim,Sim
65952,Próprio-Já Pago,Sim,Sim,5766.0,+1000,Sim,Sim
65953,Alugado,Sim,Sim,632.0,700,Sim,Sim
65956,Alugado,Sim,Sim,3940.0,+1000,Sim,Sim
65957,Próprio-Já Pago,Sim,Sim,1600.0,+1000,Sim,Sim
65958,Próprio-Já Pago,Sim,Sim,4800.0,+1000,Sim,Sim
65959,Próprio-Já Pago,Não,Sim,460.0,500,Sim,Não
65960,Próprio-Ainda Pagando,Sim,Sim,6000.0,+1000,Sim,Sim
65961,Próprio-Ainda Pagando,Não,Sim,5750.0,+1000,Sim,Não
65962,Alugado,Não,Sim,5000.0,+1000,Sim,Não
65963,Próprio-Já Pago,Sim,Sim,1044.0,+1000,Sim,Sim
65965,Próprio-Já Pago,Sim,Sim,1244.0,+1000,Sim,Sim
65966,Próprio-Já Pago,Sim,Sim,3300.0,+1000,Sim,Sim
65968,Próprio-Já Pago,Sim,Sim,2080.0,+1000,Sim,Sim
65969,Próprio-Já Pago,Sim,Sim,1000.0,+1000,Sim,Sim
65971,Próprio-Já Pago,Sim,Sim,1260.0,+1000,Sim,Sim
65974,Alugado,Sim,Sim,8500.0,+1000,Sim,Sim
65976,Próprio-Já Pago,Não,Não,445.0,500,Não,Não
65977,Próprio-Já Pago,Não,Não,2000.0,+1000,Não,Não
65978,Próprio-Já Pago,Sim,Sim,208.0,300,Sim,Sim
65979,Próprio-Já Pago,Sim,Sim,3858.0,+1000,Sim,Sim
65980,Próprio-Já Pago,Sim,Sim,3000.0,+1000,Sim,Sim
65982,Próprio-Já Pago,Sim,Sim,4250.0,+1000,Sim,Sim
65986,Alugado,Sim,Sim,4500.0,+1000,Sim,Sim
65988,Próprio-Já Pago,Sim,Sim,1300.0,+1000,Sim,Sim
65989,Próprio-Já Pago,Sim,Não,1200.0,+1000,Não,Sim
65991,Próprio-Já Pago,Sim,Não,788.0,800,Não,Sim
65992,Próprio-Já Pago,Sim,Sim,1119.0,+1000,Sim,Sim
65993,Próprio-Já Pago,Sim,Sim,533.0,600,Sim,Sim
65994,Próprio-Já Pago,Não,Sim,247.0,300,Sim,Não
65995,Alugado,Sim,Sim,497.0,500,Sim,Sim
65997,Próprio-Já Pago,Não,Não,589.0,600,Não,Não
65998,Alugado,Sim,Sim,1233.0,+1000,Sim,Sim
65999,Próprio-Já Pago,Sim,Sim,575.0,600,Sim,Sim
66001,Próprio-Já Pago,Sim,Sim,1162.0,+1000,Sim,Sim
66002,Alugado,Não,Não,556.0,600,Não,Não
66003,Alugado,Não,Não,596.0,600,Não,Não
66006,Próprio-Já Pago,Sim,Sim,10500.0,+1000,Sim,Sim
66009,Próprio-Já Pago,Não,Sim,400.0,500,Sim,Não
66010,Próprio-Já Pago,Sim,Sim,3480.0,+1000,Sim,Sim
66011,Próprio-Já Pago,Sim,Sim,3447.0,+1000,Sim,Sim
66012,Próprio-Já Pago,Sim,Sim,12500.0,+1000,Sim,Sim
66014,Próprio-Já Pago,Sim,Sim,1100.0,+1000,Sim,Sim
66015,Próprio-Já Pago,Sim,Sim,5100.0,+1000,Sim,Sim
66016,Alugado,Não,Não,7000.0,+1000,Não,Não
66018,Próprio-Já Pago,Sim,Sim,1350.0,+1000,Sim,Sim
66019,Próprio-Já Pago,Sim,Sim,0.0,100,Sim,Sim
66020,Próprio-Já Pago,Sim,Sim,3533.0,+1000,Sim,Sim
66024,Próprio-Já Pago,Não,Não,262.0,300,Não,Não
66027,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
66029,Próprio-Já Pago,Sim,Sim,860.0,900,Sim,Sim
66032,Próprio-Já Pago,Sim,Sim,1179.0,+1000,Sim,Sim
66036,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
66037,Próprio-Já Pago,Sim,Sim,2600.0,+1000,Sim,Sim
66039,Próprio-Já Pago,Sim,Sim,1075.0,+1000,Sim,Sim
66041,Próprio-Já Pago,Sim,Sim,7000.0,+1000,Sim,Sim
66042,Próprio-Já Pago,Sim,Sim,1333.0,+1000,Sim,Sim
66043,Próprio-Já Pago,Não,Não,1500.0,+1000,Não,Não
66044,Próprio-Já Pago,Sim,Sim,5000.0,+1000,Sim,Sim
66045,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
66046,Próprio-Já Pago,Sim,Sim,788.0,800,Sim,Sim
66048,Próprio-Já Pago,Sim,Sim,2196.0,+1000,Sim,Sim
66049,Alugado,Sim,Sim,1140.0,+1000,Sim,Sim
66050,Próprio-Já Pago,Sim,Sim,3700.0,+1000,Sim,Sim
66051,Próprio-Já Pago,Sim,Sim,1062.0,+1000,Sim,Sim
66052,Próprio-Já Pago,Sim,Sim,6666.0,+1000,Sim,Sim
66055,Alugado,Não,Sim,1344.0,+1000,Sim,Não
66056,Próprio-Já Pago,Sim,Sim,5000.0,+1000,Sim,Sim
66059,Alugado,Sim,Sim,1400.0,+1000,Sim,Sim
66061,Próprio-Ainda Pagando,Não,Sim,1933.0,+1000,Sim,Não
66062,Cedido de outra forma,Não,Sim,2450.0,+1000,Sim,Não
66064,Próprio-Já Pago,Sim,Sim,844.0,900,Sim,Sim
66065,Alugado,Sim,Sim,788.0,800,Sim,Sim
66066,Próprio-Já Pago,Sim,Sim,1200.0,+1000,Sim,Sim
66068,Próprio-Ainda Pagando,Não,Sim,4500.0,+1000,Sim,Não
66069,Alugado,Sim,Sim,2800.0,+1000,Sim,Sim
66070,Próprio-Já Pago,Sim,Sim,2822.0,+1000,Sim,Sim
66071,Alugado,Sim,Sim,2400.0,+1000,Sim,Sim
66073,Alugado,Não,Sim,970.0,1000,Sim,Não
66074,Próprio-Já Pago,Sim,Sim,3490.0,+1000,Sim,Sim
66075,Alugado,Não,Não,26000.0,+1000,Não,Não
66079,Próprio-Já Pago,Sim,Sim,1433.0,+1000,Sim,Sim
66080,Cedido de outra forma,Sim,Sim,2063.0,+1000,Sim,Sim
66082,Próprio-Já Pago,Sim,Sim,4000.0,+1000,Sim,Sim
66083,Cedido de outra forma,Sim,Sim,1190.0,+1000,Sim,Sim
66084,Próprio-Já Pago,Sim,Sim,5030.0,+1000,Sim,Sim
66086,Próprio-Já Pago,Não,Não,38.0,100,Não,Não
66090,Próprio-Já Pago,Sim,Sim,197.0,200,Sim,Sim
66091,Alugado,Não,Não,243.0,300,Não,Não
66092,Alugado,Não,Não,415.0,500,Não,Não
66095,Próprio-Já Pago,Sim,Não,600.0,700,Não,Sim
66096,Próprio-Já Pago,Não,Não,520.0,600,Não,Não
66097,Próprio-Já Pago,Não,Não,522.0,600,Não,Não
66098,Próprio-Já Pago,Não,Não,596.0,600,Não,Não
66099,Alugado,Sim,Sim,2200.0,+1000,Sim,Sim
66100,Próprio-Já Pago,Sim,Sim,10000.0,+1000,Sim,Sim
66101,Próprio-Já Pago,Sim,Sim,8000.0,+1000,Sim,Sim
66102,Próprio-Já Pago,Sim,Sim,6250.0,+1000,Sim,Sim
66103,Próprio-Ainda Pagando,Sim,Sim,5500.0,+1000,Sim,Sim
66104,Próprio-Já Pago,Sim,Sim,999999999999.0,+1000,Sim,Sim
